Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Sched Time,gid,Case,Scheduling Algorithm
Rand,0.4651,0.2618,1.0,0.625,0.006380796432495117,0.0034475326538085938,1,1,HEFT
CPF,0.4831,0.3088,0.4316,0.375,0.005639553070068359,0.0032510757446289062,1,1,CPOP
ICRB,0.4938,0.2902,0.7039,0.375,0.005368471145629883,0.0032510757446289062,1,1,CPOP
STO,0.4692,0.2803,0.8646,0.125,0.005355119705200195,0.0032510757446289062,1,1,CPOP
Rand,0.4784,0.2992,0.5686,0.625,0.005173921585083008,0.0032510757446289062,1,1,CPOP
CPF,0.4665,0.3165,0.6996,0.375,0.00600886344909668,0.003470897674560547,1,1,HEFT
ICRB,0.438,0.3165,0.6996,0.625,0.005792856216430664,0.003470897674560547,1,1,HEFT
STO,0.454,0.3165,0.6996,0.0,0.005545139312744141,0.003470897674560547,1,1,HEFT
Rand,0.4599,0.3007,1.0,0.625,0.008793115615844727,0.003470897674560547,1,1,HEFT
CPF,0.4665,0.3165,0.6996,0.375,0.006078243255615234,0.0035529136657714844,1,1,CPOP
ICRB,0.438,0.3165,0.6996,0.625,0.005765676498413086,0.0035529136657714844,1,1,CPOP
STO,0.454,0.3165,0.6996,0.0,0.0055141448974609375,0.0035529136657714844,1,1,CPOP
Rand,0.448,0.3007,1.0,0.25,0.005692481994628906,0.0035529136657714844,1,1,CPOP
CPF,0.5092,0.3487,0.5919,0.5,0.006556034088134766,0.004014730453491211,1,1,HEFT
ICRB,0.5028,0.336,0.8016,0.375,0.006394624710083008,0.004014730453491211,1,1,HEFT
STO,0.4875,0.344,0.6672,0.25,0.006163835525512695,0.004014730453491211,1,1,HEFT
Rand,0.4979,0.344,0.6685,0.5,0.006613969802856445,0.004014730453491211,1,1,HEFT
CPF,0.516,0.3534,0.56,0.375,0.006186723709106445,0.0036611557006835938,1,1,CPOP
ICRB,0.5092,0.3403,0.7861,0.375,0.005855560302734375,0.0036611557006835938,1,1,CPOP
STO,0.4875,0.344,0.7193,0.25,0.005703449249267578,0.0036611557006835938,1,1,CPOP
Rand,0.5032,0.3288,1.0,0.875,0.006061077117919922,0.0036611557006835938,1,1,CPOP
CPF,0.4979,0.3041,0.6586,0.375,0.006063938140869141,0.003539562225341797,1,1,HEFT
ICRB,0.4979,0.3041,0.6586,0.375,0.00590825080871582,0.003539562225341797,1,1,HEFT
STO,0.4749,0.2974,0.7635,0.25,0.008284330368041992,0.003539562225341797,1,1,HEFT
Rand,0.5072,0.3212,0.4104,0.5,0.006242513656616211,0.003539562225341797,1,1,HEFT
CPF,0.4979,0.3041,0.6586,0.375,0.007775783538818359,0.004318952560424805,1,1,CPOP
ICRB,0.4979,0.3041,0.6586,0.375,0.006826877593994141,0.004318952560424805,1,1,CPOP
STO,0.4749,0.2974,0.7635,0.25,0.006576061248779297,0.004318952560424805,1,1,CPOP
Rand,0.4947,0.2982,0.7519,0.625,0.0065155029296875,0.004318952560424805,1,1,CPOP
CPF,0.5125,0.3584,0.6708,0.375,0.005981922149658203,0.003493070602416992,1,1,HEFT
ICRB,0.5125,0.3584,0.6708,0.375,0.005793094635009766,0.003493070602416992,1,1,HEFT
STO,0.5176,0.3686,0.5228,0.125,0.005573272705078125,0.003493070602416992,1,1,HEFT
Rand,0.5022,0.3378,1.0,0.625,0.006786823272705078,0.003493070602416992,1,1,HEFT
CPF,0.515,0.3601,0.6622,0.375,0.006188869476318359,0.0036962032318115234,1,1,CPOP
ICRB,0.515,0.3601,0.6622,0.375,0.00589299201965332,0.0036962032318115234,1,1,CPOP
STO,0.5202,0.3704,0.5102,0.125,0.0057353973388671875,0.0036962032318115234,1,1,CPOP
Rand,0.512,0.3542,0.7542,0.875,0.005959510803222656,0.0036962032318115234,1,1,CPOP
CPF,0.4382,0.2696,0.5783,0.375,0.007516384124755859,0.0041196346282958984,1,1,HEFT
ICRB,0.4382,0.2696,0.5783,0.375,0.0077664852142333984,0.0041196346282958984,1,1,HEFT
STO,0.4362,0.2649,0.6456,0.0,0.007391691207885742,0.0041196346282958984,1,1,HEFT
Rand,0.433,0.2562,0.7761,0.375,0.006521701812744141,0.0041196346282958984,1,1,HEFT
CPF,0.4502,0.277,0.5308,0.375,0.006780385971069336,0.004082202911376953,1,1,CPOP
ICRB,0.4502,0.277,0.5308,0.375,0.006600856781005859,0.004082202911376953,1,1,CPOP
STO,0.4362,0.2649,0.7184,0.0,0.006346225738525391,0.004082202911376953,1,1,CPOP
Rand,0.4362,0.2649,0.7184,0.5,0.006407022476196289,0.004082202911376953,1,1,CPOP
CPF,0.4806,0.3155,0.5505,0.375,0.009287595748901367,0.0053577423095703125,1,1,HEFT
ICRB,0.4732,0.2997,0.7787,0.25,0.008999109268188477,0.0053577423095703125,1,1,HEFT
STO,0.4619,0.3002,0.7718,0.125,0.0077893733978271484,0.0053577423095703125,1,1,HEFT
Rand,0.4734,0.3002,0.7718,0.75,0.0075685977935791016,0.0053577423095703125,1,1,HEFT
CPF,0.5021,0.3297,0.4481,0.375,0.006369352340698242,0.0036835670471191406,1,1,CPOP
ICRB,0.4933,0.3125,0.7283,0.25,0.006180286407470703,0.0036835670471191406,1,1,CPOP
STO,0.4816,0.3129,0.7198,0.0,0.005957126617431641,0.0036835670471191406,1,1,CPOP
Rand,0.4704,0.3118,0.7388,0.75,0.0076067447662353516,0.0036835670471191406,1,1,CPOP
CPF,0.4662,0.2938,0.499,0.375,0.005808115005493164,0.0035202503204345703,1,1,HEFT
ICRB,0.4584,0.2765,0.8275,0.5,0.005583763122558594,0.0035202503204345703,1,1,HEFT
STO,0.4449,0.2846,0.6679,0.125,0.00542902946472168,0.0035202503204345703,1,1,HEFT
Rand,0.4448,0.2844,0.6714,0.375,0.005628824234008789,0.0035202503204345703,1,1,HEFT
CPF,0.4662,0.2938,0.499,0.375,0.006562232971191406,0.003863811492919922,1,1,CPOP
ICRB,0.4584,0.2765,0.8275,0.5,0.006773710250854492,0.003863811492919922,1,1,CPOP
STO,0.4449,0.2846,0.6679,0.125,0.008695602416992188,0.003863811492919922,1,1,CPOP
Rand,0.4346,0.2682,1.0,0.625,0.007315397262573242,0.003863811492919922,1,1,CPOP
CPF,0.4995,0.3582,0.1555,0.25,0.005506992340087891,0.0032634735107421875,1,1,HEFT
ICRB,0.4836,0.3238,0.699,0.25,0.005308628082275391,0.0032634735107421875,1,1,HEFT
STO,0.4663,0.3232,0.7091,0.0,0.005064249038696289,0.0032634735107421875,1,1,HEFT
Rand,0.476,0.3075,1.0,0.625,0.0054280757904052734,0.0032634735107421875,1,1,HEFT
CPF,0.4995,0.3582,0.1555,0.25,0.006372213363647461,0.0037567615509033203,1,1,CPOP
ICRB,0.4836,0.3238,0.699,0.25,0.006129264831542969,0.0037567615509033203,1,1,CPOP
STO,0.4663,0.3232,0.7091,0.0,0.008182048797607422,0.0037567615509033203,1,1,CPOP
Rand,0.4701,0.3323,0.5536,0.5,0.006471395492553711,0.0037567615509033203,1,1,CPOP
CPF,0.4824,0.3013,0.7365,0.375,0.005707263946533203,0.003322601318359375,1,1,HEFT
ICRB,0.4525,0.3004,0.7513,0.5,0.005378246307373047,0.003322601318359375,1,1,HEFT
STO,0.4593,0.3175,0.4952,0.125,0.00521087646484375,0.003322601318359375,1,1,HEFT
Rand,0.4641,0.2855,1.0,0.875,0.0054819583892822266,0.003322601318359375,1,1,HEFT
CPF,0.4824,0.3013,0.7365,0.375,0.008674383163452148,0.005773782730102539,1,1,CPOP
ICRB,0.4525,0.3004,0.7513,0.5,0.008273124694824219,0.005773782730102539,1,1,CPOP
STO,0.4593,0.3175,0.4952,0.125,0.007973670959472656,0.005773782730102539,1,1,CPOP
Rand,0.4708,0.3002,0.7535,0.75,0.010854244232177734,0.005773782730102539,1,1,CPOP
CPF,0.4654,0.3169,0.428,0.25,0.008700847625732422,0.00487518310546875,1,1,HEFT
ICRB,0.4829,0.3078,0.572,0.25,0.007277250289916992,0.00487518310546875,1,1,HEFT
STO,0.466,0.3127,0.4937,0.125,0.00709843635559082,0.00487518310546875,1,1,HEFT
Rand,0.4636,0.3127,0.4937,0.625,0.007590532302856445,0.00487518310546875,1,1,HEFT
CPF,0.4654,0.3169,0.428,0.25,0.009113311767578125,0.0043561458587646484,1,1,CPOP
ICRB,0.4829,0.3078,0.572,0.25,0.00700068473815918,0.0043561458587646484,1,1,CPOP
STO,0.466,0.3127,0.4937,0.125,0.0066606998443603516,0.0043561458587646484,1,1,CPOP
Rand,0.4874,0.3169,0.428,0.5,0.006632804870605469,0.0043561458587646484,1,1,CPOP
CPF,0.4639,0.3209,0.5779,0.25,0.008578062057495117,0.005719900131225586,1,1,HEFT
ICRB,0.4576,0.3053,0.8441,0.375,0.008559465408325195,0.005719900131225586,1,1,HEFT
STO,0.4508,0.3115,0.7339,0.25,0.007945060729980469,0.005719900131225586,1,1,HEFT
Rand,0.4679,0.3308,0.4221,0.75,0.009316682815551758,0.005719900131225586,1,1,HEFT
CPF,0.4639,0.3209,0.5779,0.25,0.007101297378540039,0.004339456558227539,1,1,CPOP
ICRB,0.4576,0.3053,0.8441,0.375,0.0068874359130859375,0.004339456558227539,1,1,CPOP
STO,0.4508,0.3115,0.7339,0.25,0.007236480712890625,0.004339456558227539,1,1,CPOP
Rand,0.4601,0.3115,0.7339,0.375,0.007700920104980469,0.004339456558227539,1,1,CPOP
CPF,0.4864,0.3398,0.4932,0.5,0.007843732833862305,0.0038230419158935547,1,1,HEFT
ICRB,0.4965,0.3189,0.7781,0.25,0.008334875106811523,0.0038230419158935547,1,1,HEFT
STO,0.5068,0.3391,0.5027,0.125,0.006096839904785156,0.0038230419158935547,1,1,HEFT
Rand,0.4707,0.3051,0.9881,0.5,0.006118297576904297,0.0038230419158935547,1,1,HEFT
CPF,0.4864,0.3398,0.4991,0.5,0.006654024124145508,0.0039005279541015625,1,1,CPOP
ICRB,0.4978,0.3197,0.7754,0.25,0.006419181823730469,0.0039005279541015625,1,1,CPOP
STO,0.5082,0.34,0.4967,0.125,0.0062847137451171875,0.0039005279541015625,1,1,CPOP
Rand,0.4978,0.3197,0.7754,0.875,0.00652313232421875,0.0039005279541015625,1,1,CPOP
CPF,0.4763,0.3472,0.4739,0.375,0.006120920181274414,0.003450632095336914,1,1,HEFT
ICRB,0.4803,0.3318,0.708,0.375,0.008365392684936523,0.003450632095336914,1,1,HEFT
STO,0.463,0.3251,0.8181,0.25,0.0058689117431640625,0.003450632095336914,1,1,HEFT
Rand,0.4726,0.3145,1.0,0.625,0.006579399108886719,0.003450632095336914,1,1,HEFT
CPF,0.4763,0.3472,0.5349,0.375,0.006406068801879883,0.003721475601196289,1,1,CPOP
ICRB,0.4909,0.3392,0.6704,0.375,0.006260395050048828,0.003721475601196289,1,1,CPOP
STO,0.473,0.3321,0.7947,0.125,0.006666660308837891,0.003721475601196289,1,1,CPOP
Rand,0.4655,0.321,1.0,0.625,0.007665157318115234,0.003721475601196289,1,1,CPOP
CPF,0.4985,0.3109,0.7571,0.375,0.008913040161132812,0.004300594329833984,1,1,HEFT
ICRB,0.4985,0.3109,0.7571,0.375,0.007523059844970703,0.004300594329833984,1,1,HEFT
STO,0.4684,0.3108,0.7586,0.125,0.006676912307739258,0.004300594329833984,1,1,HEFT
Rand,0.4903,0.2954,1.0,0.625,0.0067708492279052734,0.004300594329833984,1,1,HEFT
CPF,0.4991,0.3112,0.7558,0.375,0.006357908248901367,0.0036852359771728516,1,1,CPOP
ICRB,0.4991,0.3112,0.7558,0.375,0.0061380863189697266,0.0036852359771728516,1,1,CPOP
STO,0.4684,0.3108,0.7626,0.125,0.006215572357177734,0.0036852359771728516,1,1,CPOP
Rand,0.4948,0.3279,0.5184,0.625,0.006398200988769531,0.0036852359771728516,1,1,CPOP
CPF,0.4754,0.3584,0.4848,0.375,0.006104707717895508,0.003414154052734375,1,1,HEFT
ICRB,0.4765,0.3341,0.8461,0.25,0.00625920295715332,0.003414154052734375,1,1,HEFT
STO,0.491,0.3717,0.3083,0.0,0.009645938873291016,0.003414154052734375,1,1,HEFT
Rand,0.479,0.3433,0.7027,0.625,0.006067752838134766,0.003414154052734375,1,1,HEFT
CPF,0.4754,0.3584,0.69,0.375,0.006468057632446289,0.0036597251892089844,1,1,CPOP
ICRB,0.5048,0.3539,0.781,0.25,0.0076711177825927734,0.0036597251892089844,1,1,CPOP
STO,0.491,0.3717,0.4388,0.0,0.0065228939056396484,0.0036597251892089844,1,1,CPOP
Rand,0.4835,0.3539,0.7803,0.625,0.006156444549560547,0.0036597251892089844,1,1,CPOP
CPF,0.4902,0.3375,0.4427,0.375,0.009963750839233398,0.0052051544189453125,1,1,HEFT
ICRB,0.4844,0.325,0.6789,0.375,0.007674694061279297,0.0052051544189453125,1,1,HEFT
STO,0.4821,0.3201,0.778,0.125,0.007706642150878906,0.0052051544189453125,1,1,HEFT
Rand,0.4647,0.3095,1.0,0.875,0.008304357528686523,0.0052051544189453125,1,1,HEFT
CPF,0.4902,0.3375,0.4427,0.375,0.006392717361450195,0.0037419795989990234,1,1,CPOP
ICRB,0.4844,0.325,0.6789,0.375,0.0061206817626953125,0.0037419795989990234,1,1,CPOP
STO,0.4821,0.3201,0.778,0.125,0.00636744499206543,0.0037419795989990234,1,1,CPOP
Rand,0.4877,0.3321,0.5417,0.75,0.006218671798706055,0.0037419795989990234,1,1,CPOP
CPF,0.4956,0.3619,0.1822,0.375,0.005942821502685547,0.00341796875,1,1,HEFT
ICRB,0.4807,0.3286,0.8264,0.25,0.006183147430419922,0.00341796875,1,1,HEFT
STO,0.4913,0.3523,0.3558,0.125,0.008300065994262695,0.00341796875,1,1,HEFT
Rand,0.4641,0.329,0.8178,0.75,0.005938291549682617,0.00341796875,1,1,HEFT
CPF,0.4956,0.3619,0.1822,0.375,0.0065364837646484375,0.003704547882080078,1,1,CPOP
ICRB,0.4807,0.3286,0.8264,0.25,0.0067958831787109375,0.003704547882080078,1,1,CPOP
STO,0.4913,0.3523,0.3558,0.125,0.00809168815612793,0.003704547882080078,1,1,CPOP
Rand,0.4913,0.3523,0.3558,0.625,0.00650334358215332,0.003704547882080078,1,1,CPOP
CPF,0.4463,0.3489,0.2352,0.25,0.00955343246459961,0.004770994186401367,1,1,HEFT
ICRB,0.4393,0.3272,0.7001,0.25,0.0073320865631103516,0.004770994186401367,1,1,HEFT
STO,0.4394,0.3277,0.6895,0.0,0.0069735050201416016,0.004770994186401367,1,1,HEFT
Rand,0.4415,0.3341,0.5457,0.5,0.007777690887451172,0.004770994186401367,1,1,HEFT
CPF,0.4463,0.3489,0.2352,0.25,0.0062482357025146484,0.0035872459411621094,1,1,CPOP
ICRB,0.4393,0.3272,0.7001,0.25,0.00604557991027832,0.0035872459411621094,1,1,CPOP
STO,0.4394,0.3277,0.6895,0.0,0.005827188491821289,0.0035872459411621094,1,1,CPOP
Rand,0.4273,0.3146,1.0,0.5,0.006063699722290039,0.0035872459411621094,1,1,CPOP
CPF,0.4404,0.2731,0.761,0.5,0.0059278011322021484,0.003363370895385742,1,1,HEFT
ICRB,0.4628,0.2731,0.761,0.25,0.00577235221862793,0.003363370895385742,1,1,HEFT
STO,0.4438,0.2722,0.7772,0.0,0.008347511291503906,0.003363370895385742,1,1,HEFT
Rand,0.4261,0.2864,0.5456,0.75,0.005948066711425781,0.003363370895385742,1,1,HEFT
CPF,0.4404,0.2731,0.761,0.5,0.006610393524169922,0.0036933422088623047,1,1,CPOP
ICRB,0.4628,0.2731,0.761,0.25,0.0068416595458984375,0.0036933422088623047,1,1,CPOP
STO,0.4438,0.2722,0.7772,0.0,0.007439851760864258,0.0036933422088623047,1,1,CPOP
Rand,0.4564,0.2598,1.0,0.5,0.006438016891479492,0.0036933422088623047,1,1,CPOP
CPF,0.4349,0.2754,0.4803,0.375,0.009624719619750977,0.004530429840087891,1,1,HEFT
ICRB,0.4349,0.2754,0.4803,0.375,0.007063865661621094,0.004530429840087891,1,1,HEFT
STO,0.4319,0.2672,0.6477,0.0,0.006781578063964844,0.004530429840087891,1,1,HEFT
Rand,0.4373,0.282,0.3523,0.5,0.007415294647216797,0.004530429840087891,1,1,HEFT
CPF,0.4349,0.2754,0.4803,0.375,0.006428241729736328,0.0037474632263183594,1,1,CPOP
ICRB,0.4349,0.2754,0.4803,0.375,0.0061473846435546875,0.0037474632263183594,1,1,CPOP
STO,0.4319,0.2672,0.6477,0.0,0.00590968132019043,0.0037474632263183594,1,1,CPOP
Rand,0.4079,0.2515,1.0,0.5,0.0061800479888916016,0.0037474632263183594,1,1,CPOP
CPF,0.4558,0.3416,0.3349,0.375,0.0060422420501708984,0.0034303665161132812,1,1,HEFT
ICRB,0.4614,0.3135,0.7687,0.375,0.005780220031738281,0.0034303665161132812,1,1,HEFT
STO,0.4573,0.3198,0.6651,0.125,0.008275508880615234,0.0034303665161132812,1,1,HEFT
Rand,0.4448,0.3109,0.8136,0.875,0.005880832672119141,0.0034303665161132812,1,1,HEFT
CPF,0.4703,0.3525,0.2189,0.375,0.006453752517700195,0.0037539005279541016,1,1,CPOP
ICRB,0.4748,0.3226,0.7283,0.375,0.0068171024322509766,0.0037539005279541016,1,1,CPOP
STO,0.4573,0.3198,0.7811,0.125,0.008387088775634766,0.0037539005279541016,1,1,CPOP
Rand,0.4686,0.3087,1.0,0.625,0.006275177001953125,0.0037539005279541016,1,1,CPOP
CPF,0.4896,0.3222,0.747,0.5,0.0094757080078125,0.004962444305419922,1,1,HEFT
ICRB,0.506,0.3222,0.747,0.25,0.0074880123138427734,0.004962444305419922,1,1,HEFT
STO,0.473,0.3212,0.7616,0.25,0.007174491882324219,0.004962444305419922,1,1,HEFT
Rand,0.5064,0.3229,0.7358,0.625,0.00800013542175293,0.004962444305419922,1,1,HEFT
CPF,0.4896,0.3222,0.747,0.5,0.006819486618041992,0.004127979278564453,1,1,CPOP
ICRB,0.506,0.3222,0.747,0.25,0.006604433059692383,0.004127979278564453,1,1,CPOP
STO,0.473,0.3212,0.7616,0.25,0.006372690200805664,0.004127979278564453,1,1,CPOP
Rand,0.4975,0.3063,1.0,0.625,0.006444454193115234,0.004127979278564453,1,1,CPOP
CPF,0.4626,0.3189,0.4503,0.375,0.006644725799560547,0.0034461021423339844,1,1,HEFT
ICRB,0.4626,0.3189,0.4503,0.375,0.007016897201538086,0.0034461021423339844,1,1,HEFT
STO,0.4447,0.3044,0.6849,0.125,0.006207704544067383,0.0034461021423339844,1,1,HEFT
Rand,0.4559,0.3022,0.7227,0.625,0.005709648132324219,0.0034461021423339844,1,1,HEFT
CPF,0.4662,0.3213,0.4287,0.375,0.006460905075073242,0.003807544708251953,1,1,CPOP
ICRB,0.4662,0.3213,0.4287,0.375,0.0062215328216552734,0.003807544708251953,1,1,CPOP
STO,0.4447,0.3044,0.7118,0.125,0.005955696105957031,0.003807544708251953,1,1,CPOP
Rand,0.4447,0.3044,0.7118,0.5,0.006769418716430664,0.003807544708251953,1,1,CPOP
CPF,0.5154,0.4,0.4453,0.125,0.005908489227294922,0.003421783447265625,1,1,HEFT
ICRB,0.5233,0.3841,0.7286,0.25,0.005566835403442383,0.003421783447265625,1,1,HEFT
STO,0.5144,0.3922,0.582,0.125,0.005446434020996094,0.003421783447265625,1,1,HEFT
Rand,0.5161,0.4016,0.418,0.375,0.005577802658081055,0.003421783447265625,1,1,HEFT
CPF,0.5154,0.4,0.4453,0.125,0.006362199783325195,0.0036773681640625,1,1,CPOP
ICRB,0.5233,0.3841,0.7286,0.25,0.0067636966705322266,0.0036773681640625,1,1,CPOP
STO,0.5144,0.3922,0.582,0.125,0.008126020431518555,0.0036773681640625,1,1,CPOP
Rand,0.5208,0.3789,0.826,0.875,0.00637054443359375,0.0036773681640625,1,1,CPOP
CPF,0.4893,0.3264,0.6587,0.25,0.0057103633880615234,0.003317594528198242,1,1,HEFT
ICRB,0.4836,0.3145,0.8469,0.375,0.0053501129150390625,0.003317594528198242,1,1,HEFT
STO,0.4649,0.3264,0.6587,0.125,0.005246162414550781,0.003317594528198242,1,1,HEFT
Rand,0.4893,0.3264,0.6587,0.625,0.005395650863647461,0.003317594528198242,1,1,HEFT
CPF,0.4893,0.3264,0.6587,0.25,0.006429195404052734,0.0036652088165283203,1,1,CPOP
ICRB,0.4836,0.3145,0.8469,0.375,0.006219148635864258,0.0036652088165283203,1,1,CPOP
STO,0.4649,0.3264,0.6587,0.125,0.008698225021362305,0.0036652088165283203,1,1,CPOP
Rand,0.4761,0.3198,0.7606,0.5,0.006196022033691406,0.0036652088165283203,1,1,CPOP
CPF,0.4848,0.3842,0.3525,0.25,0.00608372688293457,0.0035572052001953125,1,1,HEFT
ICRB,0.4921,0.3561,0.8165,0.25,0.005768537521362305,0.0035572052001953125,1,1,HEFT
STO,0.4827,0.3553,0.8311,0.0,0.005501508712768555,0.0035572052001953125,1,1,HEFT
Rand,0.4788,0.3461,1.0,0.625,0.005680084228515625,0.0035572052001953125,1,1,HEFT
CPF,0.4848,0.3842,0.3525,0.25,0.00676417350769043,0.004031658172607422,1,1,CPOP
ICRB,0.4921,0.3561,0.8165,0.25,0.00895071029663086,0.004031658172607422,1,1,CPOP
STO,0.4827,0.3553,0.8311,0.0,0.007117509841918945,0.004031658172607422,1,1,CPOP
Rand,0.4876,0.3461,1.0,0.375,0.007616758346557617,0.004031658172607422,1,1,CPOP
CPF,0.4293,0.2991,0.4578,0.25,0.0057337284088134766,0.0033745765686035156,1,1,HEFT
ICRB,0.4251,0.286,0.7739,0.25,0.00555729866027832,0.0033745765686035156,1,1,HEFT
STO,0.4263,0.2896,0.6838,0.0,0.005311489105224609,0.0033745765686035156,1,1,HEFT
Rand,0.4263,0.2896,0.6838,0.875,0.0054471492767333984,0.0033745765686035156,1,1,HEFT
CPF,0.4293,0.2991,0.4578,0.25,0.00647425651550293,0.0038292407989501953,1,1,CPOP
ICRB,0.4251,0.286,0.7739,0.25,0.006291627883911133,0.0038292407989501953,1,1,CPOP
STO,0.4263,0.2896,0.6838,0.0,0.00868678092956543,0.0038292407989501953,1,1,CPOP
Rand,0.4247,0.2848,0.8052,0.5,0.006429433822631836,0.0038292407989501953,1,1,CPOP
CPF,0.4608,0.3067,0.4451,0.375,0.005753993988037109,0.003356456756591797,1,1,HEFT
ICRB,0.4753,0.2893,0.7522,0.375,0.005403995513916016,0.003356456756591797,1,1,HEFT
STO,0.4527,0.2866,0.8027,0.25,0.005237579345703125,0.003356456756591797,1,1,HEFT
Rand,0.4483,0.2767,1.0,0.625,0.005231142044067383,0.003356456756591797,1,1,HEFT
CPF,0.4608,0.3067,0.4451,0.375,0.006509304046630859,0.0037813186645507812,1,1,CPOP
ICRB,0.4753,0.2893,0.7522,0.375,0.006132602691650391,0.0037813186645507812,1,1,CPOP
STO,0.4527,0.2866,0.8027,0.25,0.005845546722412109,0.0037813186645507812,1,1,CPOP
Rand,0.4538,0.2893,0.7522,0.5,0.005843639373779297,0.0037813186645507812,1,1,CPOP
CPF,0.4307,0.2951,0.6323,0.5,0.010924816131591797,0.006966590881347656,1,1,HEFT
ICRB,0.4402,0.2911,0.7007,0.375,0.010155677795410156,0.006966590881347656,1,1,HEFT
STO,0.4323,0.2963,0.6129,0.375,0.009093999862670898,0.006966590881347656,1,1,HEFT
Rand,0.4306,0.2911,0.7007,1.0,0.00915980339050293,0.006966590881347656,1,1,HEFT
CPF,0.4307,0.2951,0.6787,0.5,0.006414175033569336,0.003763914108276367,1,1,CPOP
ICRB,0.4462,0.2951,0.6787,0.375,0.006220817565917969,0.003763914108276367,1,1,CPOP
STO,0.4384,0.3004,0.5845,0.375,0.008378744125366211,0.003763914108276367,1,1,CPOP
Rand,0.4307,0.2784,1.0,0.75,0.006757497787475586,0.003763914108276367,1,1,CPOP
CPF,0.4847,0.3295,0.7361,0.375,0.005807638168334961,0.0033850669860839844,1,1,HEFT
ICRB,0.4978,0.3211,0.8601,0.375,0.005472421646118164,0.0033850669860839844,1,1,HEFT
STO,0.5021,0.3295,0.7361,0.25,0.005350351333618164,0.0033850669860839844,1,1,HEFT
Rand,0.4918,0.3328,0.6883,0.5,0.005675077438354492,0.0033850669860839844,1,1,HEFT
CPF,0.487,0.331,0.7301,0.375,0.006547451019287109,0.003712892532348633,1,1,CPOP
ICRB,0.5001,0.3226,0.8569,0.375,0.009013652801513672,0.003712892532348633,1,1,CPOP
STO,0.5044,0.331,0.7301,0.125,0.00639653205871582,0.003712892532348633,1,1,CPOP
Rand,0.5044,0.331,0.7301,0.625,0.006676673889160156,0.003712892532348633,1,1,CPOP
CPF,0.4385,0.3191,0.6644,0.5,0.005616903305053711,0.0032520294189453125,1,1,HEFT
ICRB,0.4622,0.3161,0.7176,0.375,0.0052433013916015625,0.0032520294189453125,1,1,HEFT
STO,0.4685,0.3315,0.4517,0.125,0.005112648010253906,0.0032520294189453125,1,1,HEFT
Rand,0.4661,0.3258,0.5483,0.375,0.0054051876068115234,0.0032520294189453125,1,1,HEFT
CPF,0.4385,0.3191,0.6644,0.5,0.007849931716918945,0.0050809383392333984,1,1,CPOP
ICRB,0.4622,0.3161,0.7176,0.375,0.007555723190307617,0.0050809383392333984,1,1,CPOP
STO,0.4685,0.3315,0.4517,0.125,0.0073795318603515625,0.0050809383392333984,1,1,CPOP
Rand,0.4634,0.3191,0.6644,0.375,0.009945869445800781,0.0050809383392333984,1,1,CPOP
CPF,0.4789,0.3208,0.5802,0.375,0.005649566650390625,0.0033524036407470703,1,1,HEFT
ICRB,0.4789,0.3208,0.5802,0.375,0.005473613739013672,0.0033524036407470703,1,1,HEFT
STO,0.4615,0.3113,0.7193,0.25,0.005314826965332031,0.0033524036407470703,1,1,HEFT
Rand,0.4725,0.3067,0.7908,0.625,0.005408287048339844,0.0033524036407470703,1,1,HEFT
CPF,0.4891,0.3276,0.536,0.375,0.00635981559753418,0.003695249557495117,1,1,CPOP
ICRB,0.4891,0.3276,0.536,0.375,0.008739471435546875,0.003695249557495117,1,1,CPOP
STO,0.4638,0.3129,0.7689,0.125,0.006376504898071289,0.003695249557495117,1,1,CPOP
Rand,0.4757,0.2996,1.0,0.75,0.007162809371948242,0.003695249557495117,1,1,CPOP
CPF,0.433,0.3343,0.4602,0.375,0.005966663360595703,0.0034148693084716797,1,1,HEFT
ICRB,0.4395,0.318,0.8222,0.25,0.0056934356689453125,0.0034148693084716797,1,1,HEFT
STO,0.4449,0.3341,0.4644,0.0,0.0055887699127197266,0.0034148693084716797,1,1,HEFT
Rand,0.4406,0.3212,0.7467,0.625,0.006289958953857422,0.0034148693084716797,1,1,HEFT
CPF,0.433,0.3343,0.4602,0.375,0.006468772888183594,0.0036613941192626953,1,1,CPOP
ICRB,0.4395,0.318,0.8222,0.25,0.006372690200805664,0.0036613941192626953,1,1,CPOP
STO,0.4449,0.3341,0.4644,0.0,0.00830531120300293,0.0036613941192626953,1,1,CPOP
Rand,0.4291,0.3212,0.7467,0.5,0.006307840347290039,0.0036613941192626953,1,1,CPOP
CPF,0.4744,0.3589,0.2433,0.375,0.006180524826049805,0.003621339797973633,1,1,HEFT
ICRB,0.4632,0.3303,0.7962,0.25,0.0060842037200927734,0.003621339797973633,1,1,HEFT
STO,0.4555,0.3453,0.4961,0.125,0.006164073944091797,0.003621339797973633,1,1,HEFT
Rand,0.4691,0.3453,0.4961,0.5,0.006811857223510742,0.003621339797973633,1,1,HEFT
CPF,0.4744,0.3589,0.2433,0.375,0.00811910629272461,0.0038728713989257812,1,1,CPOP
ICRB,0.4632,0.3303,0.7962,0.25,0.010009050369262695,0.0038728713989257812,1,1,CPOP
STO,0.4555,0.3453,0.4961,0.125,0.007314920425415039,0.0038728713989257812,1,1,CPOP
Rand,0.4469,0.3209,1.0,0.75,0.006585359573364258,0.0038728713989257812,1,1,CPOP
