Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Heft Time,gid,Case
STO,0.3229,0.2181,0.3772,0.1111,0.005143165588378906,0.0033669471740722656,1,4
Rand,0.3126,0.2037,0.7286,0.4444,0.005189180374145508,0.0033669471740722656,1,4
SFE,0.0,0.0,0.217,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.3604,0.0,0.0,0.0,1,4
CPF,0.5308,0.3493,0.4125,0.375,0.004938364028930664,0.0028629302978515625,1,5
ICRB,0.4733,0.3142,0.8087,0.625,0.004719257354736328,0.0028629302978515625,1,5
STO,0.5289,0.3493,0.4125,0.125,0.004580259323120117,0.0028629302978515625,1,5
Rand,0.4909,0.3161,0.7849,0.75,0.0046155452728271484,0.0028629302978515625,1,5
SFE,0.0,0.0,0.4125,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.5521,0.125,0.0,0.0,1,5
CPF,0.4068,0.2822,0.2417,0.4444,0.00500035285949707,0.0028765201568603516,1,6
ICRB,0.3978,0.2586,0.6307,0.5556,0.004814624786376953,0.0028765201568603516,1,6
STO,0.3924,0.2537,0.7194,0.1111,0.004616498947143555,0.0028765201568603516,1,6
Rand,0.3866,0.2458,0.8724,0.5556,0.004654645919799805,0.0028765201568603516,1,6
SFE,0.0,0.0,0.0,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.7194,0.0,0.0,0.0,1,6
CPF,0.4103,0.2739,0.2297,0.3,0.005124568939208984,0.0030388832092285156,1,7
ICRB,0.3745,0.2668,0.3611,0.5,0.004934787750244141,0.0030388832092285156,1,7
STO,0.4093,0.2643,0.4092,0.2,0.00476837158203125,0.0030388832092285156,1,7
Rand,0.3768,0.2734,0.2395,0.4,0.004843235015869141,0.0030388832092285156,1,7
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.1816,0.1,0.0,0.0,1,7
CPF,0.3884,0.2922,0.0,0.3,0.006371736526489258,0.004189968109130859,1,8
ICRB,0.3683,0.2735,0.267,0.2,0.006067514419555664,0.004189968109130859,1,8
STO,0.3868,0.2735,0.267,0.2,0.005902528762817383,0.004189968109130859,1,8
Rand,0.4027,0.2643,0.4126,0.2,0.005948781967163086,0.004189968109130859,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.0,0.1,0.0,0.0,1,8
CPF,0.7495,0.4915,0.4508,0.3333,0.004458189010620117,0.002516031265258789,1,0
ICRB,0.7354,0.4899,0.4604,0.5556,0.00433039665222168,0.002516031265258789,1,0
STO,0.7364,0.4425,0.7785,0.2222,0.004158973693847656,0.002516031265258789,1,0
Rand,0.7383,0.4146,1.0,0.5556,0.004186391830444336,0.002516031265258789,1,0
SFE,0.0,0.0,0.293,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.7785,0.1111,0.0,0.0,1,0
CPF,0.6127,0.411,0.4004,0.4444,0.004767894744873047,0.002756834030151367,1,1
ICRB,0.5878,0.3801,0.7345,0.4444,0.004620790481567383,0.002756834030151367,1,1
STO,0.6311,0.3903,0.6193,0.2222,0.004462480545043945,0.002756834030151367,1,1
Rand,0.6039,0.3857,0.6702,0.5556,0.004502296447753906,0.002756834030151367,1,1
SFE,0.0,0.0,0.1589,0.6667,0.0,0.0,1,1
SFD,0.0,0.0,0.6193,0.1111,0.0,0.0,1,1
CPF,0.4837,0.335,0.2808,0.4444,0.004931926727294922,0.0028772354125976562,1,2
ICRB,0.451,0.2945,0.743,0.5556,0.004763126373291016,0.0028772354125976562,1,2
STO,0.4865,0.3006,0.6644,0.2222,0.004590511322021484,0.0028772354125976562,1,2
Rand,0.4641,0.3046,0.6163,0.7778,0.004612922668457031,0.0028772354125976562,1,2
SFE,0.0,0.0,0.2808,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.6644,0.1111,0.0,0.0,1,2
CPF,0.3858,0.2016,0.7637,0.3333,0.005300283432006836,0.003158092498779297,1,3
ICRB,0.3399,0.1974,0.8304,0.3333,0.005091667175292969,0.003158092498779297,1,3
STO,0.4093,0.2166,0.545,0.2222,0.004949808120727539,0.003158092498779297,1,3
Rand,0.4033,0.211,0.6222,0.6667,0.00501704216003418,0.003158092498779297,1,3
SFE,0.0,0.0,0.3484,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.3973,0.1111,0.0,0.0,1,3
CPF,0.274,0.1693,0.8235,0.4444,0.005577802658081055,0.0034439563751220703,1,4
ICRB,0.2561,0.1633,1.0,0.5556,0.0053637027740478516,0.0034439563751220703,1,4
STO,0.3007,0.1859,0.3902,0.2222,0.005201816558837891,0.0034439563751220703,1,4
Rand,0.2693,0.1747,0.6744,0.6667,0.0052394866943359375,0.0034439563751220703,1,4
SFE,0.0,0.0,0.1491,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.1491,0.1111,0.0,0.0,1,4
CPF,0.3854,0.2213,0.7015,0.625,0.0049784183502197266,0.002908945083618164,1,5
ICRB,0.3994,0.2283,0.6095,0.625,0.004815578460693359,0.002908945083618164,1,5
STO,0.4026,0.2123,0.8293,0.25,0.004620075225830078,0.002908945083618164,1,5
Rand,0.3948,0.2013,1.0,1.0,0.0046787261962890625,0.002908945083618164,1,5
SFE,0.0,0.0,0.4535,0.625,0.0,0.0,1,5
SFD,0.0,0.0,0.6675,0.25,0.0,0.0,1,5
CPF,0.4577,0.331,0.5204,0.4444,0.004895448684692383,0.0028858184814453125,1,6
ICRB,0.4465,0.3337,0.4839,0.5556,0.00479888916015625,0.0028858184814453125,1,6
STO,0.4845,0.334,0.4796,0.0,0.004610538482666016,0.0028858184814453125,1,6
Rand,0.4719,0.3098,0.8298,0.4444,0.005385875701904297,0.0028858184814453125,1,6
SFE,0.0,0.0,0.2993,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.2993,0.0,0.0,0.0,1,6
CPF,0.4538,0.3247,0.0,0.3,0.005733966827392578,0.002897977828979492,1,7
ICRB,0.3989,0.2736,0.568,0.2,0.005566596984863281,0.002897977828979492,1,7
STO,0.4304,0.2736,0.568,0.1,0.005345821380615234,0.002897977828979492,1,7
Rand,0.4292,0.2736,0.568,0.3,0.005361318588256836,0.002897977828979492,1,7
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.3922,0.1,0.0,0.0,1,7
CPF,0.3785,0.2757,0.0,0.3,0.005027055740356445,0.0028853416442871094,1,8
ICRB,0.3626,0.2391,0.5983,0.4,0.004771232604980469,0.0028853416442871094,1,8
STO,0.3899,0.25,0.4017,0.2,0.004614591598510742,0.0028853416442871094,1,8
Rand,0.3985,0.2618,0.2078,0.6,0.0047054290771484375,0.0028853416442871094,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.0,0.2,0.0,0.0,1,8
CPF,0.8088,0.54,0.4294,0.5556,0.004528522491455078,0.0025353431701660156,1,0
ICRB,0.811,0.5438,0.4138,0.4444,0.004362344741821289,0.0025353431701660156,1,0
STO,0.8061,0.4999,0.6074,0.3333,0.004181861877441406,0.0025353431701660156,1,0
Rand,0.8276,0.5349,0.4506,0.5556,0.0042340755462646484,0.0025353431701660156,1,0
SFE,0.0,0.0,0.2716,0.1111,0.0,0.0,1,0
SFD,0.0,0.0,0.4201,0.1111,0.0,0.0,1,0
CPF,0.5729,0.3883,0.6201,0.2222,0.004823923110961914,0.0027840137481689453,1,1
ICRB,0.5852,0.4182,0.3477,0.6667,0.004663944244384766,0.0027840137481689453,1,1
STO,0.6106,0.4171,0.3567,0.2222,0.0044841766357421875,0.0027840137481689453,1,1
Rand,0.58,0.353,1.0,0.5556,0.004544496536254883,0.0027840137481689453,1,1
SFE,0.0,0.0,0.1698,0.5556,0.0,0.0,1,1
SFD,0.0,0.0,0.3681,0.2222,0.0,0.0,1,1
CPF,0.46,0.3233,0.2227,0.4444,0.004927635192871094,0.002873659133911133,1,2
ICRB,0.423,0.286,0.7633,0.6667,0.004736185073852539,0.002873659133911133,1,2
STO,0.4544,0.2938,0.6399,0.0,0.0045888423919677734,0.002873659133911133,1,2
Rand,0.4569,0.2975,0.5828,0.5556,0.00462794303894043,0.002873659133911133,1,2
SFE,0.0,0.0,0.2227,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.6399,0.0,0.0,0.0,1,2
CPF,0.3189,0.2261,0.3698,0.3333,0.0052449703216552734,0.0031256675720214844,1,3
ICRB,0.2987,0.2041,0.8137,0.4444,0.005036354064941406,0.0031256675720214844,1,3
STO,0.3245,0.2075,0.7389,0.2222,0.0048809051513671875,0.0031256675720214844,1,3
Rand,0.3177,0.196,1.0,0.5556,0.004930734634399414,0.0031256675720214844,1,3
SFE,0.0,0.0,0.3698,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.3796,0.0,0.0,0.0,1,3
CPF,0.2588,0.1662,0.5333,0.5556,0.005459785461425781,0.0033483505249023438,1,4
ICRB,0.2495,0.161,0.6611,0.5556,0.00528407096862793,0.0033483505249023438,1,4
STO,0.2655,0.1591,0.7072,0.2222,0.0051021575927734375,0.0033483505249023438,1,4
Rand,0.2595,0.1485,1.0,0.5556,0.005156278610229492,0.0033483505249023438,1,4
SFE,0.0,0.0,0.3133,0.1111,0.0,0.0,1,4
SFD,0.0,0.0,0.5219,0.1111,0.0,0.0,1,4
CPF,0.4345,0.2909,0.8526,0.5,0.0050547122955322266,0.0029785633087158203,1,5
ICRB,0.4329,0.3076,0.5878,0.5,0.004876852035522461,0.0029785633087158203,1,5
STO,0.4421,0.2823,1.0,0.25,0.004734039306640625,0.0029785633087158203,1,5
Rand,0.4436,0.2823,1.0,0.875,0.00474858283996582,0.0029785633087158203,1,5
SFE,0.0,0.0,0.3618,0.5,0.0,0.0,1,5
SFD,0.0,0.0,1.0,0.125,0.0,0.0,1,5
CPF,0.4385,0.3016,0.5286,0.5556,0.005040168762207031,0.002953052520751953,1,6
ICRB,0.4567,0.2849,0.7383,0.5556,0.004899501800537109,0.002953052520751953,1,6
STO,0.4365,0.2842,0.7478,0.1111,0.00468754768371582,0.002953052520751953,1,6
Rand,0.4457,0.2753,0.8698,0.5556,0.004743814468383789,0.002953052520751953,1,6
SFE,0.0,0.0,0.5286,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.5879,0.1111,0.0,0.0,1,6
CPF,0.4555,0.3062,0.2413,0.6,0.0049896240234375,0.0028853416442871094,1,7
ICRB,0.4313,0.3014,0.2993,0.5,0.0047817230224609375,0.0028853416442871094,1,7
STO,0.4501,0.2957,0.3702,0.1,0.004627704620361328,0.0028853416442871094,1,7
Rand,0.4463,0.3043,0.2638,0.7,0.004703521728515625,0.0028853416442871094,1,7
SFE,0.0,0.0,0.2413,0.6,0.0,0.0,1,7
SFD,0.0,0.0,0.3702,0.1,0.0,0.0,1,7
CPF,0.4723,0.3416,0.0,0.3,0.0050127506256103516,0.0029115676879882812,1,8
ICRB,0.4247,0.2887,0.6234,0.3,0.004813671112060547,0.0029115676879882812,1,8
STO,0.439,0.302,0.4467,0.1,0.00464630126953125,0.0029115676879882812,1,8
Rand,0.4185,0.2855,0.6682,0.3,0.004683256149291992,0.0029115676879882812,1,8
SFE,0.0,0.0,0.0,0.4,0.0,0.0,1,8
SFD,0.0,0.0,0.4467,0.1,0.0,0.0,1,8
CPF,0.7792,0.5073,0.4448,0.3333,0.004613637924194336,0.002583742141723633,1,0
ICRB,0.7313,0.5028,0.4781,0.6667,0.004419803619384766,0.002583742141723633,1,0
STO,0.7839,0.5158,0.3832,0.2222,0.00423431396484375,0.002583742141723633,1,0
Rand,0.7702,0.4969,0.5226,0.8889,0.0043010711669921875,0.002583742141723633,1,0
SFE,0.0,0.0,0.1204,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.2423,0.1111,0.0,0.0,1,0
CPF,0.5639,0.3925,0.1192,0.3333,0.004742145538330078,0.0027005672454833984,1,1
ICRB,0.5032,0.3396,0.7686,0.3333,0.0045506954193115234,0.0027005672454833984,1,1
STO,0.5792,0.3662,0.4185,0.1111,0.004385948181152344,0.0027005672454833984,1,1
Rand,0.539,0.324,1.0,0.5556,0.004449129104614258,0.0027005672454833984,1,1
SFE,0.0,0.0,0.1192,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.3506,0.1111,0.0,0.0,1,1
CPF,0.4536,0.3112,0.1852,0.2222,0.00529932975769043,0.0028862953186035156,1,2
ICRB,0.407,0.2668,0.6592,0.5556,0.0047490596771240234,0.0028862953186035156,1,2
STO,0.4565,0.2847,0.4506,0.1111,0.004592418670654297,0.0028862953186035156,1,2
Rand,0.4312,0.2647,0.6848,0.6667,0.004624366760253906,0.0028862953186035156,1,2
SFE,0.0,0.0,0.1467,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.3055,0.0,0.0,0.0,1,2
CPF,0.4042,0.2755,0.2079,0.3333,0.005870342254638672,0.0030755996704101562,1,3
ICRB,0.3812,0.2376,0.6054,0.5556,0.005799531936645508,0.0030755996704101562,1,3
STO,0.3942,0.2371,0.6122,0.2222,0.005541801452636719,0.0030755996704101562,1,3
Rand,0.3748,0.2203,0.8323,0.5556,0.00561070442199707,0.0030755996704101562,1,3
SFE,0.0,0.0,0.2079,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.4385,0.1111,0.0,0.0,1,3
CPF,0.3064,0.22,0.3218,0.1111,0.006100177764892578,0.003287792205810547,1,4
ICRB,0.2911,0.2068,0.5568,0.3333,0.005989789962768555,0.003287792205810547,1,4
STO,0.3118,0.2099,0.4988,0.2222,0.005782365798950195,0.003287792205810547,1,4
Rand,0.2895,0.1857,1.0,0.6667,0.005846500396728516,0.003287792205810547,1,4
SFE,0.0,0.0,0.1567,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.2662,0.1111,0.0,0.0,1,4
CPF,0.459,0.2945,0.3605,0.375,0.004868030548095703,0.0028886795043945312,1,5
ICRB,0.4265,0.2648,0.8417,0.5,0.0046885013580322266,0.0028886795043945312,1,5
STO,0.4649,0.2798,0.5859,0.25,0.00454401969909668,0.0028886795043945312,1,5
Rand,0.4685,0.267,0.8023,0.75,0.004559993743896484,0.0028886795043945312,1,5
SFE,0.0,0.0,0.1583,0.125,0.0,0.0,1,5
SFD,0.0,0.0,0.3605,0.0,0.0,0.0,1,5
CPF,0.4439,0.3218,0.2026,0.3333,0.004993438720703125,0.002897977828979492,1,6
ICRB,0.4091,0.3105,0.4266,0.2222,0.0047931671142578125,0.002897977828979492,1,6
STO,0.4324,0.301,0.6292,0.0,0.00463557243347168,0.002897977828979492,1,6
Rand,0.4132,0.285,1.0,0.5556,0.004693031311035156,0.002897977828979492,1,6
SFE,0.0,0.0,0.2026,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.6292,0.0,0.0,0.0,1,6
CPF,0.4812,0.3308,0.3893,0.4,0.004993438720703125,0.002907276153564453,1,7
ICRB,0.4401,0.2863,1.0,0.3,0.00477910041809082,0.002907276153564453,1,7
STO,0.4877,0.3156,0.5789,0.2,0.0046291351318359375,0.002907276153564453,1,7
Rand,0.4908,0.2988,0.8104,0.5,0.004678964614868164,0.002907276153564453,1,7
SFE,0.0,0.0,0.0,0.1,0.0,0.0,1,7
SFD,0.0,0.0,0.5789,0.1,0.0,0.0,1,7
CPF,0.4422,0.3314,0.0,0.3,0.005011081695556641,0.002914905548095703,1,8
ICRB,0.4105,0.3008,0.3724,0.3,0.004811525344848633,0.002914905548095703,1,8
STO,0.4446,0.3008,0.3724,0.1,0.004635334014892578,0.002914905548095703,1,8
Rand,0.4388,0.321,0.1186,0.5,0.004667520523071289,0.002914905548095703,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.3724,0.1,0.0,0.0,1,8
CPF,0.7819,0.4926,0.5729,0.3333,0.004538536071777344,0.002532958984375,1,0
ICRB,0.7523,0.4807,0.6443,0.5556,0.004355192184448242,0.002532958984375,1,0
STO,0.763,0.4596,0.7802,0.3333,0.0041773319244384766,0.002532958984375,1,0
Rand,0.7733,0.444,0.8883,0.6667,0.0042247772216796875,0.002532958984375,1,0
SFE,0.0,0.0,0.4106,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.6476,0.1111,0.0,0.0,1,0
CPF,0.5644,0.3729,0.6301,0.4444,0.00484156608581543,0.0027921199798583984,1,1
ICRB,0.5652,0.3717,0.6416,0.3333,0.004638671875,0.0027921199798583984,1,1
STO,0.58,0.3675,0.682,0.3333,0.004494667053222656,0.0027921199798583984,1,1
Rand,0.564,0.3493,0.8682,0.6667,0.004515886306762695,0.0027921199798583984,1,1
SFE,0.0,0.0,0.4256,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.5017,0.2222,0.0,0.0,1,1
CPF,0.4402,0.2609,0.7155,0.3333,0.004999399185180664,0.0029726028442382812,1,2
ICRB,0.4531,0.274,0.5791,0.4444,0.0048830509185791016,0.0029726028442382812,1,2
STO,0.4556,0.2808,0.5137,0.2222,0.004688262939453125,0.0029726028442382812,1,2
Rand,0.4505,0.2492,0.8486,0.6667,0.004715442657470703,0.0029726028442382812,1,2
SFE,0.0,0.0,0.2481,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.4341,0.1111,0.0,0.0,1,2
CPF,0.3482,0.2387,0.4,0.3333,0.0051610469818115234,0.0030808448791503906,1,3
ICRB,0.3291,0.2309,0.5536,0.1111,0.005430698394775391,0.0030808448791503906,1,3
STO,0.3658,0.2291,0.5888,0.0,0.005577564239501953,0.0030808448791503906,1,3
Rand,0.3727,0.2387,0.4,0.3333,0.005662679672241211,0.0030808448791503906,1,3
SFE,0.0,0.0,0.4,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.5199,0.0,0.0,0.0,1,3
CPF,0.2961,0.2209,0.1948,0.3333,0.00545501708984375,0.0033469200134277344,1,4
ICRB,0.2729,0.2077,0.609,0.3333,0.0052645206451416016,0.0033469200134277344,1,4
STO,0.3038,0.2073,0.6201,0.1111,0.005110263824462891,0.0033469200134277344,1,4
Rand,0.2962,0.2206,0.2062,0.4444,0.005148649215698242,0.0033469200134277344,1,4
SFE,0.0,0.0,0.1948,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.6201,0.1111,0.0,0.0,1,4
CPF,0.3931,0.2319,0.7608,0.375,0.006255626678466797,0.0041217803955078125,1,5
ICRB,0.3937,0.2464,0.5317,0.5,0.006010293960571289,0.0041217803955078125,1,5
STO,0.3946,0.2184,1.0,0.125,0.005872964859008789,0.0041217803955078125,1,5
Rand,0.406,0.2184,1.0,0.875,0.005907297134399414,0.0041217803955078125,1,5
SFE,0.0,0.0,0.4189,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.5317,0.125,0.0,0.0,1,5
CPF,0.3841,0.2469,0.7809,0.4444,0.004933834075927734,0.002866506576538086,1,6
ICRB,0.3687,0.2451,0.8144,0.4444,0.004758119583129883,0.002866506576538086,1,6
STO,0.4081,0.2606,0.541,0.3333,0.004595279693603516,0.002866506576538086,1,6
Rand,0.3907,0.245,0.8162,0.7778,0.004660367965698242,0.002866506576538086,1,6
SFE,0.0,0.0,0.1713,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.3694,0.1111,0.0,0.0,1,6
CPF,0.4385,0.2851,0.0,0.5,0.004956483840942383,0.0028922557830810547,1,7
ICRB,0.424,0.2633,0.2186,0.4,0.004784822463989258,0.0028922557830810547,1,7
STO,0.4086,0.2278,0.6642,0.2,0.004623889923095703,0.0028922557830810547,1,7
Rand,0.4066,0.2163,0.8391,0.6,0.004682064056396484,0.0028922557830810547,1,7
SFE,0.0,0.0,0.0,0.5,0.0,0.0,1,7
SFD,0.0,0.0,0.4455,0.2,0.0,0.0,1,7
CPF,0.4901,0.3664,0.1653,0.1,0.004948616027832031,0.0029163360595703125,1,8
ICRB,0.4901,0.3664,0.1653,0.1,0.004798173904418945,0.0029163360595703125,1,8
STO,0.4632,0.33,0.5774,0.1,0.004633426666259766,0.0029163360595703125,1,8
Rand,0.4838,0.3337,0.5308,0.4,0.004700183868408203,0.0029163360595703125,1,8
SFE,0.0,0.0,0.005,0.1,0.0,0.0,1,8
SFD,0.0,0.0,0.5774,0.0,0.0,0.0,1,8
CPF,0.7707,0.5482,0.47,0.5556,0.004571676254272461,0.002613067626953125,1,0
ICRB,0.7527,0.557,0.4011,0.8889,0.004409074783325195,0.002613067626953125,1,0
STO,0.7871,0.5162,0.7407,0.2222,0.004248142242431641,0.002613067626953125,1,0
Rand,0.7755,0.5088,0.808,1.0,0.004290342330932617,0.002613067626953125,1,0
SFE,0.0,0.0,0.2805,0.6667,0.0,0.0,1,0
SFD,0.0,0.0,0.7407,0.2222,0.0,0.0,1,0
CPF,0.5744,0.3558,0.5545,0.5556,0.004746675491333008,0.002727985382080078,1,1
ICRB,0.5325,0.3501,0.6185,0.6667,0.004593372344970703,0.002727985382080078,1,1
STO,0.6046,0.3782,0.3193,0.3333,0.004428863525390625,0.002727985382080078,1,1
Rand,0.5766,0.3392,0.7481,0.5556,0.004460334777832031,0.002727985382080078,1,1
SFE,0.0,0.0,0.2128,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.3859,0.1111,0.0,0.0,1,1
CPF,0.4779,0.3,0.7689,0.4444,0.0049741268157958984,0.002896547317504883,1,2
ICRB,0.49,0.3245,0.4986,0.3333,0.0047626495361328125,0.002896547317504883,1,2
STO,0.5137,0.3329,0.4153,0.3333,0.004610538482666016,0.002896547317504883,1,2
Rand,0.4916,0.2972,0.8017,0.6667,0.004627704620361328,0.002896547317504883,1,2
SFE,0.0,0.0,0.2317,0.5556,0.0,0.0,1,2
SFD,0.0,0.0,0.4408,0.1111,0.0,0.0,1,2
CPF,0.351,0.2536,0.1574,0.3333,0.00713801383972168,0.004517078399658203,1,3
ICRB,0.3399,0.2068,1.0,0.2222,0.007228374481201172,0.004517078399658203,1,3
STO,0.3816,0.2389,0.3861,0.1111,0.006981372833251953,0.004517078399658203,1,3
Rand,0.367,0.2198,0.7303,0.7778,0.007062196731567383,0.004517078399658203,1,3
SFE,0.0,0.0,0.1574,0.1111,0.0,0.0,1,3
SFD,0.0,0.0,0.3861,0.0,0.0,0.0,1,3
CPF,0.2631,0.1608,0.4923,0.3333,0.00682377815246582,0.004669189453125,1,4
ICRB,0.2459,0.1538,0.6651,0.6667,0.006638526916503906,0.004669189453125,1,4
STO,0.2641,0.1626,0.45,0.2222,0.006444692611694336,0.004669189453125,1,4
Rand,0.2438,0.1538,0.6655,0.6667,0.006951332092285156,0.004669189453125,1,4
SFE,0.0,0.0,0.1728,0.4444,0.0,0.0,1,4
SFD,0.0,0.0,0.3295,0.1111,0.0,0.0,1,4
CPF,0.4933,0.3505,0.2048,0.375,0.004876852035522461,0.0028839111328125,1,5
ICRB,0.4696,0.3198,0.5626,0.5,0.004781007766723633,0.0028839111328125,1,5
STO,0.4844,0.3252,0.4941,0.125,0.004593849182128906,0.0028839111328125,1,5
Rand,0.4505,0.2888,1.0,0.375,0.004607439041137695,0.0028839111328125,1,5
SFE,0.0,0.0,0.2048,0.375,0.0,0.0,1,5
SFD,0.0,0.0,1.0,0.0,0.0,0.0,1,5
CPF,0.4416,0.2911,0.2478,0.2222,0.004987955093383789,0.002906322479248047,1,6
ICRB,0.404,0.2716,0.5582,0.5556,0.00481104850769043,0.002906322479248047,1,6
STO,0.4355,0.2842,0.3531,0.0,0.004633665084838867,0.002906322479248047,1,6
Rand,0.4235,0.2618,0.7306,0.4444,0.004672527313232422,0.002906322479248047,1,6
SFE,0.0,0.0,0.2478,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.3531,0.0,0.0,0.0,1,6
CPF,0.4075,0.2659,0.4673,0.1,0.0049419403076171875,0.0029144287109375,1,7
ICRB,0.3941,0.261,0.5404,0.1,0.004830360412597656,0.0029144287109375,1,7
STO,0.4121,0.2786,0.2908,0.1,0.004658222198486328,0.0029144287109375,1,7
Rand,0.3908,0.2339,1.0,0.5,0.004712343215942383,0.0029144287109375,1,7
SFE,0.0,0.0,0.2908,0.1,0.0,0.0,1,7
SFD,0.0,0.0,0.4572,0.1,0.0,0.0,1,7
CPF,0.4352,0.3156,0.0,0.2,0.004962921142578125,0.002894878387451172,1,8
ICRB,0.3978,0.2752,0.6123,0.3,0.0047719478607177734,0.002894878387451172,1,8
STO,0.4308,0.2752,0.6123,0.1,0.00461125373840332,0.002894878387451172,1,8
Rand,0.3949,0.2879,0.4015,0.6,0.00467991828918457,0.002894878387451172,1,8
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,8
SFD,0.0,0.0,0.6123,0.1,0.0,0.0,1,8
CPF,0.7968,0.5302,0.6657,0.4444,0.004574775695800781,0.002565145492553711,1,0
ICRB,0.8355,0.5706,0.4306,0.6667,0.004414081573486328,0.002565145492553711,1,0
STO,0.8232,0.5163,0.755,0.1111,0.0042362213134765625,0.002565145492553711,1,0
Rand,0.812,0.5351,0.6355,0.3333,0.004273653030395508,0.002565145492553711,1,0
SFE,0.0,0.0,0.4306,0.6667,0.0,0.0,1,0
SFD,0.0,0.0,0.755,0.1111,0.0,0.0,1,0
CPF,0.6275,0.4553,0.4012,0.3333,0.0047969818115234375,0.0027582645416259766,1,1
ICRB,0.6012,0.429,0.6229,0.5556,0.004635810852050781,0.0027582645416259766,1,1
STO,0.6195,0.4328,0.5899,0.1111,0.004448652267456055,0.0027582645416259766,1,1
Rand,0.5995,0.4026,0.8758,0.6667,0.004507780075073242,0.0027582645416259766,1,1
SFE,0.0,0.0,0.3372,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.5899,0.1111,0.0,0.0,1,1
CPF,0.3921,0.2697,0.2456,0.4444,0.004967927932739258,0.0029006004333496094,1,2
ICRB,0.3587,0.2493,0.6141,0.5556,0.004777669906616211,0.0029006004333496094,1,2
STO,0.402,0.2477,0.6447,0.0,0.004619121551513672,0.0029006004333496094,1,2
Rand,0.3859,0.231,1.0,0.7778,0.004662036895751953,0.0029006004333496094,1,2
SFE,0.0,0.0,0.2456,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.6447,0.0,0.0,0.0,1,2
CPF,0.3154,0.214,0.3434,0.4444,0.005217075347900391,0.003145456314086914,1,3
ICRB,0.3034,0.2044,0.5386,0.5556,0.005045890808105469,0.003145456314086914,1,3
STO,0.3144,0.1975,0.6926,0.2222,0.004891633987426758,0.003145456314086914,1,3
Rand,0.3183,0.1927,0.8048,0.7778,0.004927158355712891,0.003145456314086914,1,3
SFE,0.0,0.0,0.2139,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.4452,0.1111,0.0,0.0,1,3
CPF,0.2463,0.1226,0.847,0.3333,0.006254673004150391,0.0033087730407714844,1,4
ICRB,0.2483,0.1354,0.5973,0.5556,0.005314826965332031,0.0033087730407714844,1,4
STO,0.263,0.14,0.5185,0.2222,0.005175113677978516,0.0033087730407714844,1,4
Rand,0.2581,0.1362,0.5828,0.5556,0.00516510009765625,0.0033087730407714844,1,4
SFE,0.0,0.0,0.2644,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.5517,0.1111,0.0,0.0,1,4
CPF,0.5272,0.3311,0.7897,0.75,0.004958391189575195,0.002898693084716797,1,5
ICRB,0.5393,0.3664,0.4834,0.625,0.0047795772552490234,0.002898693084716797,1,5
STO,0.5738,0.3586,0.5456,0.25,0.004594564437866211,0.002898693084716797,1,5
Rand,0.5401,0.3185,0.9153,0.875,0.004647731781005859,0.002898693084716797,1,5
SFE,0.0,0.0,0.4307,0.125,0.0,0.0,1,5
SFD,0.0,0.0,0.4307,0.125,0.0,0.0,1,5
